"","sample.name","meancov_all","sdcov_all","meandep_all","sddep_all","meanbq_all","sdbq_all","meanmq_all","sdmq_all","nreads_all","meancov_chr","sdcov_chr","meandep_chr","sddep_chr","meanbq_chr","sdbq_chr","meanmq_chr","sdmq_chr","nreads_chr","Batch"
"687","RRAP-ECT01-2022-Aspat-OCCH-802",77.2720249667553,18.8662793413705,15.1991168283245,82.4325129491376,36.0801861702128,0.113030957051116,27.3735372340426,12.8470273516837,36632133,89.3069285714286,1.63279938681469,9.66510071428571,0.412606014208457,36.1,0,40.6214285714286,2.11266458491443,23363190,"GBR"
"688","RRAP-ECT01-2022-Aspat-OCCH-803",73.6225033337766,19.6297371291777,9.99507667090426,57.1629408607494,35.725664893617,1.85089846378453,27.6058085106383,12.9787017883051,24848719,87.5236571428571,1.80526070042072,6.753685,0.26545955947984,35.8,0,41.7142857142857,2.16399102189846,16183083,"GBR"
"689","RRAP-ECT01-2022-Aspat-OCCH-804",75.8803380053191,19.4127825551481,13.1273493969415,71.3520779632736,36.0836436170213,1.32225084316963,27.1988204787234,12.7189638905228,30930091,88.0536357142857,1.65083892966676,8.14766571428571,0.359618330963308,36.1071428571429,0.0267261241912428,40.2642857142857,2.25852475433281,19724075,"GBR"
"690","RRAP-ECT01-2022-Aspat-OCCH-805",73.8059256316489,19.5200723836403,10.4170769292553,52.4721691515901,35.8851063829787,2.27614070302911,26.7142034574468,12.7576642607483,26010576,87.2954357142857,1.62403407344282,6.91743071428571,0.323477950014532,36.0071428571429,0.0267261241912428,40.4357142857143,2.22039744981948,16755264,"GBR"
"691","RRAP-ECT01-2022-Aspat-OCCH-806",74.5540695505319,19.6501706883303,10.5677507715426,51.3248204545927,35.9440159574468,1.31864286436461,27.8717220744681,12.9334416222297,27098637,87.4738857142857,1.82133889671947,7.29291142857143,0.25033724108635,36,0,41.5,1.93032480327893,17556301,"GBR"
"692","RRAP-ECT01-2022-Aspat-OCCH-956",73.5084186728723,19.5675275477277,9.61315837256649,56.9877361218185,35.9297872340425,1.32258511236039,27.5200998670213,12.7526664981562,22394088,86.2791928571429,1.84253459145664,5.93123857142857,0.242681428114407,35.9928571428571,0.0267261241912428,40.7214285714286,2.25394647790819,14196592,"GBR"
"693","RRAP-ECT01-2022-Aspat-OCCH-987",73.2470167566489,19.6987030319342,10.2007281412234,64.0029315246831,36.0557180851064,1.3215188232907,27.4702925531915,12.9761770971054,23721788,86.7167714285714,1.79500689967758,6.37935428571429,0.25716069521767,36.1,0,41.1071428571429,2.1345020264921,15339089,"GBR"
"694","RRAP-ECT01-2022-Aspat-OCCH-988",74.3650043976064,19.1286953753681,9.09068090837766,47.8906962742465,35.9776595744681,0.134395529155831,28.1374215425532,12.8054898199089,22694219,86.3182285714286,1.97584471767182,6.04267714285714,0.241460735315084,35.9928571428571,0.0267261241912428,41.3928571428571,1.99940925341396,14641769,"GBR"
"695","RRAP-ECT01-2022-Aspat-OCCH-989",74.1825795146277,19.7608217469635,9.98967510678191,54.7349840079495,35.9698138297872,1.86300616637384,26.9783164893617,12.9088920530843,23496633,86.7359,1.62857010099232,6.22332857142857,0.284850959298344,36.0928571428571,0.0267261241912428,40.1285714285714,2.22932503459906,15029714,"GBR"
"696","RRAP-ECT01-2022-Aspat-OCCH-990",75.6791770598404,19.0596022634062,11.4552376184707,64.6007233520836,36.0045212765957,1.86482780078412,27.2554707446809,12.8345444681999,26516112,87.3469857142857,1.57175329579967,6.97655857142857,0.362475844964071,36.1,0,40.0071428571429,2.43609532645183,16812382,"GBR"
"697","RRAP-ECT01-2022-Aspat-OCCH-991",75.9747906781915,19.3674453516939,12.3043787010638,76.6311389729295,35.8559840425532,1.85732546561744,26.5405944148936,13.1440849090988,28924827,88.1942285714286,1.7680653631446,7.72507,0.300288294502774,35.9928571428571,0.0267261241912428,40.4571428571429,2.05153386732737,18656849,"GBR"
"698","RRAP-ECT01-2022-Aspat-OCCH-993",73.8627458257979,19.837888551972,9.77224909388298,46.1036400417342,35.7863031914894,0.124970957330969,27.5708390957447,13.0079532176597,24184961,86.4461428571429,1.80931535020391,6.30259357142857,0.325370966687544,35.8,0,40.6785714285714,2.34919906856279,15411433,"GBR"
"699","RRAP-ECT01-2022-Aspat-OCCH-994",74.7547110106383,19.4430363132515,10.5248639421543,62.2458422373738,36.0218085106383,1.32280133909962,26.9788231382979,12.7240498780422,24936511,87.3119571428571,2.03639952091706,6.71624357142857,0.272671849118402,36.0928571428571,0.0267261241912428,40.3428571428571,2.18058365006827,16138452,"GBR"
"700","RRAP-ECT01-2022-Aspat-OCCH-995",74.4969455957447,19.4129134542576,10.9985993091755,65.3754350228207,35.9494680851064,1.86184615051686,27.5032819148936,13.0725736459457,25964972,87.1754571428571,1.82024510171836,6.89712357142857,0.292021188683475,36.0571428571429,0.0513552591013103,40.4928571428571,2.23691555692011,16576364,"GBR"
"701","RRAP-ECT01-2022-Aspat-OCCH-996",73.3752252606383,20.0520050058987,10.0475700735771,60.3170120465729,35.7380319148936,1.31031566684636,28.0520757978723,12.9582304397141,23581653,86.2960285714286,1.87386703264772,6.21012642857143,0.213958669467049,35.8,0,41.6071428571429,2.28657092463947,15005879,"GBR"
"702","RRAP-ECT01-2022-Aspat-OCCH-997",72.7979103231383,19.8125297545608,8.03257557859042,43.3312960442858,35.9662234042553,0.134283493210131,27.2997714095745,13.0389932628562,19276788,85.9338428571428,1.87361226212661,5.20486142857143,0.207731899770877,35.9928571428571,0.0267261241912428,40.6285714285714,2.18471211672546,12446750,"GBR"
"703","RRAP-ECT01-2022-Aspat-OCCH-998",75.1765642672872,19.1722131691485,9.76122929960106,49.3545640238957,35.9352393617021,1.31846264675392,27.3362502659574,12.8986271374545,24099031,87.3948357142857,2.08101873041034,6.45245285714286,0.292027697222464,36,0,40.6571428571429,2.08758759768829,15493280,"GBR"
"704","RRAP-ECT01-2022-Aspat-OCCH-999",74.0671655558511,19.5382853729933,8.69642435714096,43.607559752042,35.8031914893617,1.31526545721265,27.0318699468085,12.9510112286712,21349203,86.6593857142857,1.91496859458367,5.73858357142857,0.303257738961613,35.8928571428571,0.0267261241912428,40.1642857142857,2.43234838814646,13722450,"GBR"
"705","RRAP-ECT01-2022-Aspat-OCDA-1536",75.217326981383,19.2217488399613,10.8000786824468,62.7840750994925,35.9162234042553,0.123541151319528,28.10626875,12.8614032499277,26190220,87.4700071428571,1.68327231695349,7.10073071428571,0.27443725202576,35.9,0,41.4357142857143,2.11609478588676,17027876,"GBR"
"706","RRAP-ECT01-2022-Aspat-OCDA-1537",75.2115202885638,19.7640767886874,10.8853473756649,62.7163303689558,35.8797872340426,0.13620677258027,27.9900265957447,13.0019490899547,25067412,87.0806214285714,1.56741724511207,6.56183785714286,0.248919332783769,35.9,0,40.9,2.16226377100126,15968908,"GBR"
"707","RRAP-ECT01-2022-Aspat-OCDA-1538",74.7017653231383,19.3799926623708,10.4361706769947,57.5560054206906,36.0646276595745,0.122224694007148,27.2134747340426,12.6936544012333,24272478,87.0602928571429,1.73389330497063,6.39353714285714,0.20620040992381,36.0928571428571,0.0267261241912428,40.3,2.04375220536225,15353273,"GBR"
"708","RRAP-ECT01-2022-Aspat-OCDA-1539",75.574908125,18.6807298733764,11.0216243537234,63.1963710121203,36.0247340425532,1.32119863808953,27.3075930851064,12.7642806500521,26494463,87.6100928571429,1.82516104008735,7.06471642857143,0.363079373640512,36.0928571428571,0.0267261241912428,40.3428571428571,2.28194056610876,17047081,"GBR"
"709","RRAP-ECT01-2022-Aspat-OCDA-1540",73.4047221409574,19.8585699604451,9.17193068484043,52.823670436719,35.8061170212766,1.85365075480122,28.0681901595745,13.1362369552554,22318893,86.1980428571429,1.8647537208866,6.00816071428571,0.226802392792434,35.9,0,41.2357142857143,2.27210750790374,14560621,"GBR"
